Date,LocCode,NetSales,LocName,Category
29-09-2025,ZTH-KUA-049,573.04,Koppiku Zenith Kuantan,Commercial
30-09-2025,AMP-SEL-027,480.11,Koppiku AEON Big Ampang (closes on 31/10/2025),Mall
30-09-2025,ASA-SEL-017,498.47,Koppiku AEON Big Shah Alam,Mall
30-09-2025,ASJ-SEL-037,143.85,Koppiku AEON Big Subang Jaya,Mall
30-09-2025,BBT-SEL-061,728.72,Koppiku BBT One,Commercial
30-09-2025,BMC-KUL-012,386.85,Koppiku BMC Mall,Mall
30-09-2025,BTS-KUL-029,441.86,Koppiku Berjaya Times Square,Mall
30-09-2025,CMK-KUL-004,1655.12,Koppiku Central Market,Tourism
30-09-2025,DM3-SEL-028,554.2,Koppiku Damansara 3,Mall
30-09-2025,IMU-KUL-051,1144.92,Koppiku IMU University,Education
30-09-2025,JAY-SEL-014,307.27,Koppiku Jaya One,Mall
30-09-2025,KAP-SEL-030,1709.21,Koppiku KPJ Ampang Puteri,Hospital
30-09-2025,KGH-SEL-058,2918.9,Koppiku Klang GH,Hospital
30-09-2025,KLS-KUL-040,1638.55,Koppiku KL Sentral,Transportation
30-09-2025,KSI-SEL-062,786.1,Koppiku KPJ Selangor,Hospital
30-09-2025,KTS-KUA-044,853.78,Koppiku Tasek @ Kotasas,Mall
30-09-2025,KYP-KUA-041,1433.93,Koppiku Kompleks Yayasan Pahang,Commercial
30-09-2025,LIM-KUA-046,818.53,Koppiku Lotus Indera Mahkota,Mall
30-09-2025,MAH-SEL-063,1427.44,Koppiku MAHSA,Education
30-09-2025,MAR-KUL-003,1227.69,Koppiku Menara Mara,Commercial
30-09-2025,MCL-KUL-035,1079.82,Koppiku Maxim Citylights,Mall
30-09-2025,MKL-KUL-056,920.48,Koppiku Methodist College,Education
30-09-2025,MKN-SEL-032,797.1,Koppiku MKN Cyberjaya,Commercial
30-09-2025,MTM-KUL-043,552.51,Koppiku MRT Taman Midah,Transportation
30-09-2025,PHK-KUL-065,957.63,Koppiku Pantai Hospital KL,Hospital
30-09-2025,PMK-KUL-001,2036.87,Koppiku Plaza Mont Kiara,Mix
30-09-2025,RCH-KUL-006,1516.13,Koppiku Raja Chulan Monorail,Mix
30-09-2025,SMT-KUL-039,1085.11,Koppiku MRT Semantan,Mix
30-09-2025,SS2-SEL-005,475.42,Koppiku BHP SS2,Mix
30-09-2025,SSQ-SEL-002,438.69,Koppiku Subang Square,Mix
30-09-2025,TAY-SEL-020,3663.66,Koppiku Taylors Lakeside,Education
30-09-2025,TCD-SEL-038,816.01,Koppiku The Curve,Mix
30-09-2025,TPS-KUL-066,62.27,Koppiku The Pantry UOA Semantan,Commercial
30-09-2025,UIA-KUL-021,781.88,Koppiku International Islamic University Malaysia,Education
30-09-2025,UM2-KUL-064,505.57,Koppiku Universiti Malaya (Kompleks Perdana Siswa),Education
30-09-2025,UMM-KUL-057,972.52,Koppiku Universiti Malaya (Fakulti Perubatan),Education
30-09-2025,UOA-KUL-042,2659,Koppiku UOA 1 Bangsar South,Commercial
30-09-2025,UTN-SEL-059,820.35,Koppiku UNITEN,Education
30-09-2025,WSM-SEL-045,875.17,Koppiku Waterfront Residence,Education
30-09-2025,YL1-KUL-CO-034,288.47,Koppiku Lot 10 4G Yes,Mall
30-09-2025,ZTH-KUA-049,626.29,Koppiku Zenith Kuantan,Commercial
01-10-2025,AMP-SEL-027,490.67,Koppiku AEON Big Ampang (closes on 31/10/2025),Mall
01-10-2025,ASA-SEL-017,611.63,Koppiku AEON Big Shah Alam,Mall
01-10-2025,ASJ-SEL-037,245.13,Koppiku AEON Big Subang Jaya,Mall
01-10-2025,BBT-SEL-061,626.47,Koppiku BBT One,Commercial
01-10-2025,BMC-KUL-012,312.49,Koppiku BMC Mall,Mall
01-10-2025,BTS-KUL-029,190.02,Koppiku Berjaya Times Square,Mall
01-10-2025,CMK-KUL-004,1366.11,Koppiku Central Market,Tourism
01-10-2025,DM3-SEL-028,483.76,Koppiku Damansara 3,Mall
01-10-2025,IMU-KUL-051,735.76,Koppiku IMU University,Education
01-10-2025,JAY-SEL-014,481.8,Koppiku Jaya One,Mall
01-10-2025,KAP-SEL-030,1482.65,Koppiku KPJ Ampang Puteri,Hospital
01-10-2025,KGH-SEL-058,2374.62,Koppiku Klang GH,Hospital
01-10-2025,KLS-KUL-040,1350.19,Koppiku KL Sentral,Transportation
01-10-2025,KSI-SEL-062,751.06,Koppiku KPJ Selangor,Hospital
01-10-2025,KTS-KUA-044,814.06,Koppiku Tasek @ Kotasas,Mall
01-10-2025,KYP-KUA-041,1534.92,Koppiku Kompleks Yayasan Pahang,Commercial
01-10-2025,LIM-KUA-046,833.16,Koppiku Lotus Indera Mahkota,Mall
01-10-2025,MAH-SEL-063,1321.37,Koppiku MAHSA,Education
01-10-2025,MAR-KUL-003,831.35,Koppiku Menara Mara,Commercial
01-10-2025,MCL-KUL-035,1062.79,Koppiku Maxim Citylights,Mall
01-10-2025,MKL-KUL-056,487.88,Koppiku Methodist College,Education
01-10-2025,MKN-SEL-032,985.94,Koppiku MKN Cyberjaya,Commercial
01-10-2025,MTM-KUL-043,468.31,Koppiku MRT Taman Midah,Transportation
01-10-2025,PHK-KUL-065,1142.86,Koppiku Pantai Hospital KL,Hospital
01-10-2025,PMK-KUL-001,1837.57,Koppiku Plaza Mont Kiara,Mix
01-10-2025,RCH-KUL-006,1750.4,Koppiku Raja Chulan Monorail,Mix
01-10-2025,SMT-KUL-039,1092.15,Koppiku MRT Semantan,Mix
01-10-2025,SS2-SEL-005,475.56,Koppiku BHP SS2,Mix
01-10-2025,SSQ-SEL-002,634.66,Koppiku Subang Square,Mix
01-10-2025,TAY-SEL-020,2563.45,Koppiku Taylors Lakeside,Education
01-10-2025,TCD-SEL-038,942.15,Koppiku The Curve,Mix
01-10-2025,TPS-KUL-066,43.25,Koppiku The Pantry UOA Semantan,Commercial
01-10-2025,UIA-KUL-021,791.45,Koppiku International Islamic University Malaysia,Education
01-10-2025,UM2-KUL-064,686.46,Koppiku Universiti Malaya (Kompleks Perdana Siswa),Education
01-10-2025,UMM-KUL-057,864.89,Koppiku Universiti Malaya (Fakulti Perubatan),Education
01-10-2025,UOA-KUL-042,3043.83,Koppiku UOA 1 Bangsar South,Commercial
01-10-2025,UTN-SEL-059,642.54,Koppiku UNITEN,Education
01-10-2025,WSM-SEL-045,759.38,Koppiku Waterfront Residence,Education
01-10-2025,YL1-KUL-CO-034,274.44,Koppiku Lot 10 4G Yes,Mall
01-10-2025,ZTH-KUA-049,842.61,Koppiku Zenith Kuantan,Commercial
02-10-2025,AMP-SEL-027,533.39,Koppiku AEON Big Ampang (closes on 31/10/2025),Mall
02-10-2025,ASA-SEL-017,431.56,Koppiku AEON Big Shah Alam,Mall
02-10-2025,ASJ-SEL-037,237.97,Koppiku AEON Big Subang Jaya,Mall
02-10-2025,BBT-SEL-061,827,Koppiku BBT One,Commercial
02-10-2025,BMC-KUL-012,200.36,Koppiku BMC Mall,Mall
02-10-2025,BTS-KUL-029,308.93,Koppiku Berjaya Times Square,Mall
02-10-2025,CMK-KUL-004,1503.21,Koppiku Central Market,Tourism
02-10-2025,DM3-SEL-028,415.08,Koppiku Damansara 3,Mall
02-10-2025,IMU-KUL-051,834.01,Koppiku IMU University,Education
02-10-2025,JAY-SEL-014,301.48,Koppiku Jaya One,Mall
02-10-2025,KAP-SEL-030,1359.44,Koppiku KPJ Ampang Puteri,Hospital
02-10-2025,KGH-SEL-058,2508.05,Koppiku Klang GH,Hospital
02-10-2025,KLS-KUL-040,1674.28,Koppiku KL Sentral,Transportation
02-10-2025,KSI-SEL-062,743.91,Koppiku KPJ Selangor,Hospital
02-10-2025,KTS-KUA-044,909.03,Koppiku Tasek @ Kotasas,Mall
02-10-2025,KYP-KUA-041,1356.27,Koppiku Kompleks Yayasan Pahang,Commercial
02-10-2025,LIM-KUA-046,1177.85,Koppiku Lotus Indera Mahkota,Mall
02-10-2025,MAH-SEL-063,1206.07,Koppiku MAHSA,Education
02-10-2025,MAR-KUL-003,1070.2,Koppiku Menara Mara,Commercial
02-10-2025,MCL-KUL-035,1253.78,Koppiku Maxim Citylights,Mall
02-10-2025,MKL-KUL-056,500.21,Koppiku Methodist College,Education
02-10-2025,MKN-SEL-032,904.62,Koppiku MKN Cyberjaya,Commercial
02-10-2025,MTM-KUL-043,387.55,Koppiku MRT Taman Midah,Transportation
02-10-2025,PHK-KUL-065,1155.07,Koppiku Pantai Hospital KL,Hospital
02-10-2025,PMK-KUL-001,2103.03,Koppiku Plaza Mont Kiara,Mix
02-10-2025,RCH-KUL-006,1622.02,Koppiku Raja Chulan Monorail,Mix
02-10-2025,SMT-KUL-039,1015.01,Koppiku MRT Semantan,Mix
02-10-2025,SS2-SEL-005,432.74,Koppiku BHP SS2,Mix
02-10-2025,SSQ-SEL-002,551.63,Koppiku Subang Square,Mix
02-10-2025,TAY-SEL-020,2652.31,Koppiku Taylors Lakeside,Education
02-10-2025,TCD-SEL-038,985.83,Koppiku The Curve,Mix
02-10-2025,TPS-KUL-066,94.82,Koppiku The Pantry UOA Semantan,Commercial
02-10-2025,UIA-KUL-021,913.55,Koppiku International Islamic University Malaysia,Education
02-10-2025,UM2-KUL-064,563.91,Koppiku Universiti Malaya (Kompleks Perdana Siswa),Education
02-10-2025,UMM-KUL-057,1109.57,Koppiku Universiti Malaya (Fakulti Perubatan),Education
02-10-2025,UOA-KUL-042,3273.59,Koppiku UOA 1 Bangsar South,Commercial
02-10-2025,UTN-SEL-059,580.77,Koppiku UNITEN,Education
02-10-2025,WSM-SEL-045,810,Koppiku Waterfront Residence,Education
02-10-2025,YL1-KUL-CO-034,305.08,Koppiku Lot 10 4G Yes,Mall
02-10-2025,ZTH-KUA-049,666.88,Koppiku Zenith Kuantan,Commercial
03-10-2025,AMP-SEL-027,666.87,Koppiku AEON Big Ampang (closes on 31/10/2025),Mall
03-10-2025,ASA-SEL-017,390.2,Koppiku AEON Big Shah Alam,Mall
03-10-2025,ASJ-SEL-037,222.5,Koppiku AEON Big Subang Jaya,Mall
03-10-2025,BBT-SEL-061,592.21,Koppiku BBT One,Commercial
03-10-2025,BMC-KUL-012,260.02,Koppiku BMC Mall,Mall
03-10-2025,BTS-KUL-029,243.74,Koppiku Berjaya Times Square,Mall
03-10-2025,CMK-KUL-004,1409.36,Koppiku Central Market,Tourism
03-10-2025,DM3-SEL-028,507.46,Koppiku Damansara 3,Mall
03-10-2025,IMU-KUL-051,520.01,Koppiku IMU University,Education
03-10-2025,JAY-SEL-014,283.01,Koppiku Jaya One,Mall
03-10-2025,KAP-SEL-030,1390.07,Koppiku KPJ Ampang Puteri,Hospital
03-10-2025,KGH-SEL-058,2606.68,Koppiku Klang GH,Hospital
03-10-2025,KLS-KUL-040,1843.18,Koppiku KL Sentral,Transportation
03-10-2025,KSI-SEL-062,829.69,Koppiku KPJ Selangor,Hospital
03-10-2025,KTS-KUA-044,874.55,Koppiku Tasek @ Kotasas,Mall
03-10-2025,KYP-KUA-041,1553.87,Koppiku Kompleks Yayasan Pahang,Commercial
03-10-2025,LIM-KUA-046,1374,Koppiku Lotus Indera Mahkota,Mall
03-10-2025,MAH-SEL-063,1232.22,Koppiku MAHSA,Education
03-10-2025,MAR-KUL-003,977.38,Koppiku Menara Mara,Commercial
03-10-2025,MCL-KUL-035,1137.4,Koppiku Maxim Citylights,Mall
03-10-2025,MKL-KUL-056,498.77,Koppiku Methodist College,Education
03-10-2025,MKN-SEL-032,709.19,Koppiku MKN Cyberjaya,Commercial
03-10-2025,MTM-KUL-043,412.68,Koppiku MRT Taman Midah,Transportation
03-10-2025,PHK-KUL-065,1425.89,Koppiku Pantai Hospital KL,Hospital
03-10-2025,PMK-KUL-001,1266.43,Koppiku Plaza Mont Kiara,Mix
03-10-2025,RCH-KUL-006,1334.99,Koppiku Raja Chulan Monorail,Mix
03-10-2025,SMT-KUL-039,899.38,Koppiku MRT Semantan,Mix
03-10-2025,SS2-SEL-005,197.65,Koppiku BHP SS2,Mix
03-10-2025,SSQ-SEL-002,613.58,Koppiku Subang Square,Mix
03-10-2025,TAY-SEL-020,2006.26,Koppiku Taylors Lakeside,Education
03-10-2025,TCD-SEL-038,628.6,Koppiku The Curve,Mix
03-10-2025,TPS-KUL-066,98.59,Koppiku The Pantry UOA Semantan,Commercial
03-10-2025,UIA-KUL-021,1384.34,Koppiku International Islamic University Malaysia,Education
03-10-2025,UM2-KUL-064,600.97,Koppiku Universiti Malaya (Kompleks Perdana Siswa),Education
03-10-2025,UMM-KUL-057,768.88,Koppiku Universiti Malaya (Fakulti Perubatan),Education
03-10-2025,UOA-KUL-042,2718.08,Koppiku UOA 1 Bangsar South,Commercial
03-10-2025,UTN-SEL-059,583.7,Koppiku UNITEN,Education
03-10-2025,WSM-SEL-045,746.85,Koppiku Waterfront Residence,Education
03-10-2025,YL1-KUL-CO-034,341.68,Koppiku Lot 10 4G Yes,Mall
03-10-2025,ZTH-KUA-049,849.82,Koppiku Zenith Kuantan,Commercial
04-10-2025,AMP-SEL-027,1014.17,Koppiku AEON Big Ampang (closes on 31/10/2025),Mall
04-10-2025,ASA-SEL-017,1000.99,Koppiku AEON Big Shah Alam,Mall
04-10-2025,ASJ-SEL-037,227.42,Koppiku AEON Big Subang Jaya,Mall
04-10-2025,BBT-SEL-061,384.56,Koppiku BBT One,Commercial
04-10-2025,BMC-KUL-012,393.09,Koppiku BMC Mall,Mall
04-10-2025,BTS-KUL-029,461.51,Koppiku Berjaya Times Square,Mall
04-10-2025,CMK-KUL-004,3299.33,Koppiku Central Market,Tourism
04-10-2025,DM3-SEL-028,560.86,Koppiku Damansara 3,Mall
04-10-2025,JAY-SEL-014,272.73,Koppiku Jaya One,Mall
04-10-2025,KAP-SEL-030,1441.75,Koppiku KPJ Ampang Puteri,Hospital
04-10-2025,KGH-SEL-058,2203.09,Koppiku Klang GH,Hospital
04-10-2025,KLS-KUL-040,565.2,Koppiku KL Sentral,Transportation
04-10-2025,KSI-SEL-062,759.84,Koppiku KPJ Selangor,Hospital
04-10-2025,KTS-KUA-044,1983.08,Koppiku Tasek @ Kotasas,Mall
04-10-2025,KYP-KUA-041,1054.73,Koppiku Kompleks Yayasan Pahang,Commercial
04-10-2025,LIM-KUA-046,1655.14,Koppiku Lotus Indera Mahkota,Mall
04-10-2025,MAH-SEL-063,622.55,Koppiku MAHSA,Education
04-10-2025,MAR-KUL-003,610.51,Koppiku Menara Mara,Commercial
04-10-2025,MCL-KUL-035,2126.74,Koppiku Maxim Citylights,Mall
04-10-2025,MKN-SEL-032,351.81,Koppiku MKN Cyberjaya,Commercial
04-10-2025,MTM-KUL-043,397.97,Koppiku MRT Taman Midah,Transportation
04-10-2025,PHK-KUL-065,762.59,Koppiku Pantai Hospital KL,Hospital
04-10-2025,PMK-KUL-001,1357.2,Koppiku Plaza Mont Kiara,Mix
04-10-2025,RCH-KUL-006,405.99,Koppiku Raja Chulan Monorail,Mix
04-10-2025,SMT-KUL-039,661.67,Koppiku MRT Semantan,Mix
04-10-2025,SS2-SEL-005,461.68,Koppiku BHP SS2,Mix
04-10-2025,SSQ-SEL-002,646.1,Koppiku Subang Square,Mix
04-10-2025,TAY-SEL-020,732.55,Koppiku Taylors Lakeside,Education
04-10-2025,TCD-SEL-038,1249.18,Koppiku The Curve,Mix
04-10-2025,UIA-KUL-021,391.47,Koppiku International Islamic University Malaysia,Education
04-10-2025,UM2-KUL-064,144.18,Koppiku Universiti Malaya (Kompleks Perdana Siswa),Education
04-10-2025,UMM-KUL-057,442.21,Koppiku Universiti Malaya (Fakulti Perubatan),Education
04-10-2025,UOA-KUL-042,388.01,Koppiku UOA 1 Bangsar South,Commercial
04-10-2025,UTN-SEL-059,325.76,Koppiku UNITEN,Education
04-10-2025,WSM-SEL-045,504.97,Koppiku Waterfront Residence,Education
04-10-2025,YL1-KUL-CO-034,417.75,Koppiku Lot 10 4G Yes,Mall
04-10-2025,ZTH-KUA-049,686.43,Koppiku Zenith Kuantan,Commercial
05-10-2025,AMP-SEL-027,1206.65,Koppiku AEON Big Ampang (closes on 31/10/2025),Mall
05-10-2025,ASA-SEL-017,1121.73,Koppiku AEON Big Shah Alam,Mall
05-10-2025,ASJ-SEL-037,213.36,Koppiku AEON Big Subang Jaya,Mall
05-10-2025,BMC-KUL-012,472.44,Koppiku BMC Mall,Mall
05-10-2025,BTS-KUL-029,187.27,Koppiku Berjaya Times Square,Mall
05-10-2025,CMK-KUL-004,2765.17,Koppiku Central Market,Tourism
05-10-2025,DM3-SEL-028,416.31,Koppiku Damansara 3,Mall
05-10-2025,JAY-SEL-014,387.14,Koppiku Jaya One,Mall
05-10-2025,KAP-SEL-030,915.24,Koppiku KPJ Ampang Puteri,Hospital
05-10-2025,KGH-SEL-058,2905.93,Koppiku Klang GH,Hospital
05-10-2025,KLS-KUL-040,715.79,Koppiku KL Sentral,Transportation
05-10-2025,KSI-SEL-062,519.33,Koppiku KPJ Selangor,Hospital
05-10-2025,KTS-KUA-044,1289.92,Koppiku Tasek @ Kotasas,Mall
05-10-2025,KYP-KUA-041,1289.01,Koppiku Kompleks Yayasan Pahang,Commercial
05-10-2025,LIM-KUA-046,1880.76,Koppiku Lotus Indera Mahkota,Mall
05-10-2025,MAH-SEL-063,587.12,Koppiku MAHSA,Education
05-10-2025,MAR-KUL-003,647.95,Koppiku Menara Mara,Commercial
05-10-2025,MCL-KUL-035,1813.67,Koppiku Maxim Citylights,Mall
05-10-2025,MTM-KUL-043,416.44,Koppiku MRT Taman Midah,Transportation
05-10-2025,PHK-KUL-065,419.88,Koppiku Pantai Hospital KL,Hospital
05-10-2025,PMK-KUL-001,1507.48,Koppiku Plaza Mont Kiara,Mix
05-10-2025,RCH-KUL-006,458.58,Koppiku Raja Chulan Monorail,Mix
05-10-2025,SMT-KUL-039,396.85,Koppiku MRT Semantan,Mix
05-10-2025,SS2-SEL-005,224.02,Koppiku BHP SS2,Mix
05-10-2025,SSQ-SEL-002,742.53,Koppiku Subang Square,Mix
05-10-2025,TAY-SEL-020,684.5,Koppiku Taylors Lakeside,Education
05-10-2025,TCD-SEL-038,1210.92,Koppiku The Curve,Mix
05-10-2025,UM2-KUL-064,168.18,Koppiku Universiti Malaya (Kompleks Perdana Siswa),Education
05-10-2025,UTN-SEL-059,162.62,Koppiku UNITEN,Education
05-10-2025,WSM-SEL-045,805.01,Koppiku Waterfront Residence,Education
05-10-2025,YL1-KUL-CO-034,396.7,Koppiku Lot 10 4G Yes,Mall
06-10-2025,AMP-SEL-027,400.6,Koppiku AEON Big Ampang (closes on 31/10/2025),Mall
06-10-2025,ASA-SEL-017,340.18,Koppiku AEON Big Shah Alam,Mall
06-10-2025,ASJ-SEL-037,159.07,Koppiku AEON Big Subang Jaya,Mall
06-10-2025,BBT-SEL-061,656.16,Koppiku BBT One,Commercial
06-10-2025,BMC-KUL-012,255.79,Koppiku BMC Mall,Mall
06-10-2025,BTS-KUL-029,274.61,Koppiku Berjaya Times Square,Mall
06-10-2025,CMK-KUL-004,1005.17,Koppiku Central Market,Tourism
06-10-2025,DM3-SEL-028,603.16,Koppiku Damansara 3,Mall
06-10-2025,IMU-KUL-051,999.42,Koppiku IMU University,Education
06-10-2025,JAY-SEL-014,319.59,Koppiku Jaya One,Mall
06-10-2025,KAP-SEL-030,1311.76,Koppiku KPJ Ampang Puteri,Hospital
06-10-2025,KGH-SEL-058,2530.86,Koppiku Klang GH,Hospital
06-10-2025,KLS-KUL-040,1342.6,Koppiku KL Sentral,Transportation
06-10-2025,KSI-SEL-062,824.71,Koppiku KPJ Selangor,Hospital
06-10-2025,KTS-KUA-044,456.05,Koppiku Tasek @ Kotasas,Mall
06-10-2025,KYP-KUA-041,1113.18,Koppiku Kompleks Yayasan Pahang,Commercial
06-10-2025,LIM-KUA-046,882.07,Koppiku Lotus Indera Mahkota,Mall
06-10-2025,MAH-SEL-063,1048.15,Koppiku MAHSA,Education
06-10-2025,MAR-KUL-003,1379.61,Koppiku Menara Mara,Commercial
06-10-2025,MCL-KUL-035,1153.97,Koppiku Maxim Citylights,Mall
06-10-2025,MKL-KUL-056,548.46,Koppiku Methodist College,Education
06-10-2025,MKN-SEL-032,827.45,Koppiku MKN Cyberjaya,Commercial
06-10-2025,MTM-KUL-043,263.45,Koppiku MRT Taman Midah,Transportation
06-10-2025,PHK-KUL-065,995.26,Koppiku Pantai Hospital KL,Hospital
06-10-2025,PMK-KUL-001,1505.95,Koppiku Plaza Mont Kiara,Mix
06-10-2025,RCH-KUL-006,1101.06,Koppiku Raja Chulan Monorail,Mix
06-10-2025,SMT-KUL-039,931.92,Koppiku MRT Semantan,Mix
06-10-2025,SS2-SEL-005,300.27,Koppiku BHP SS2,Mix
06-10-2025,SSQ-SEL-002,522.69,Koppiku Subang Square,Mix
06-10-2025,TAY-SEL-020,1765.9,Koppiku Taylors Lakeside,Education
06-10-2025,TCD-SEL-038,1001.77,Koppiku The Curve,Mix
06-10-2025,TPS-KUL-066,76.25,Koppiku The Pantry UOA Semantan,Commercial
06-10-2025,UIA-KUL-021,1795.95,Koppiku International Islamic University Malaysia,Education
06-10-2025,UM2-KUL-064,745.66,Koppiku Universiti Malaya (Kompleks Perdana Siswa),Education
06-10-2025,UMM-KUL-057,877.91,Koppiku Universiti Malaya (Fakulti Perubatan),Education
06-10-2025,UOA-KUL-042,2603.6,Koppiku UOA 1 Bangsar South,Commercial
06-10-2025,UTN-SEL-059,877.54,Koppiku UNITEN,Education
06-10-2025,WSM-SEL-045,876.96,Koppiku Waterfront Residence,Education
06-10-2025,YL1-KUL-CO-034,390.01,Koppiku Lot 10 4G Yes,Mall
06-10-2025,ZTH-KUA-049,808.36,Koppiku Zenith Kuantan,Commercial
07-10-2025,AMP-SEL-027,656.27,Koppiku AEON Big Ampang (closes on 31/10/2025),Mall
07-10-2025,ASA-SEL-017,357.76,Koppiku AEON Big Shah Alam,Mall
07-10-2025,ASJ-SEL-037,170.44,Koppiku AEON Big Subang Jaya,Mall
07-10-2025,BBT-SEL-061,717.65,Koppiku BBT One,Commercial
07-10-2025,BMC-KUL-012,311.55,Koppiku BMC Mall,Mall
07-10-2025,BTS-KUL-029,376.87,Koppiku Berjaya Times Square,Mall
07-10-2025,CMK-KUL-004,1466.41,Koppiku Central Market,Tourism
07-10-2025,DM3-SEL-028,759.71,Koppiku Damansara 3,Mall
07-10-2025,IMU-KUL-051,1103.12,Koppiku IMU University,Education
07-10-2025,JAY-SEL-014,481.74,Koppiku Jaya One,Mall
07-10-2025,KAP-SEL-030,1237.51,Koppiku KPJ Ampang Puteri,Hospital
07-10-2025,KGH-SEL-058,2693.32,Koppiku Klang GH,Hospital
07-10-2025,KLS-KUL-040,1726.7,Koppiku KL Sentral,Transportation
07-10-2025,KSI-SEL-062,831.9,Koppiku KPJ Selangor,Hospital
07-10-2025,KTS-KUA-044,626.5,Koppiku Tasek @ Kotasas,Mall
07-10-2025,KYP-KUA-041,1204.33,Koppiku Kompleks Yayasan Pahang,Commercial
07-10-2025,LIM-KUA-046,1100.57,Koppiku Lotus Indera Mahkota,Mall
07-10-2025,MAH-SEL-063,1233.65,Koppiku MAHSA,Education
07-10-2025,MAR-KUL-003,1311.54,Koppiku Menara Mara,Commercial
07-10-2025,MCL-KUL-035,1251.32,Koppiku Maxim Citylights,Mall
07-10-2025,MKL-KUL-056,541.01,Koppiku Methodist College,Education
07-10-2025,MKN-SEL-032,861.93,Koppiku MKN Cyberjaya,Commercial
07-10-2025,MTM-KUL-043,478.38,Koppiku MRT Taman Midah,Transportation
07-10-2025,PHK-KUL-065,976.71,Koppiku Pantai Hospital KL,Hospital
07-10-2025,PMK-KUL-001,2121.38,Koppiku Plaza Mont Kiara,Mix
07-10-2025,RCH-KUL-006,1781.38,Koppiku Raja Chulan Monorail,Mix
07-10-2025,SMT-KUL-039,879.08,Koppiku MRT Semantan,Mix
07-10-2025,SS2-SEL-005,336.18,Koppiku BHP SS2,Mix
07-10-2025,SSQ-SEL-002,678.72,Koppiku Subang Square,Mix
07-10-2025,TAY-SEL-020,2437.88,Koppiku Taylors Lakeside,Education
07-10-2025,TCD-SEL-038,763.03,Koppiku The Curve,Mix
07-10-2025,TPS-KUL-066,150.58,Koppiku The Pantry UOA Semantan,Commercial
07-10-2025,UIAG-KUA-068,2792.03,Koppiku UIA Gambang,Education
07-10-2025,UIA-KUL-021,2152.9,Koppiku International Islamic University Malaysia,Education
07-10-2025,UM2-KUL-064,1047.67,Koppiku Universiti Malaya (Kompleks Perdana Siswa),Education
07-10-2025,UMM-KUL-057,1231.34,Koppiku Universiti Malaya (Fakulti Perubatan),Education
07-10-2025,UOA-KUL-042,3038.56,Koppiku UOA 1 Bangsar South,Commercial
07-10-2025,UTN-SEL-059,807.9,Koppiku UNITEN,Education
07-10-2025,WSM-SEL-045,1184.05,Koppiku Waterfront Residence,Education
07-10-2025,YL1-KUL-CO-034,436.81,Koppiku Lot 10 4G Yes,Mall
07-10-2025,ZTH-KUA-049,633.3,Koppiku Zenith Kuantan,Commercial
08-10-2025,AMP-SEL-027,486.57,Koppiku AEON Big Ampang (closes on 31/10/2025),Mall
08-10-2025,ASA-SEL-017,246.03,Koppiku AEON Big Shah Alam,Mall
08-10-2025,ASJ-SEL-037,289.36,Koppiku AEON Big Subang Jaya,Mall
08-10-2025,BBT-SEL-061,1042.78,Koppiku BBT One,Commercial
08-10-2025,BMC-KUL-012,280.7,Koppiku BMC Mall,Mall
08-10-2025,BTS-KUL-029,305.21,Koppiku Berjaya Times Square,Mall
08-10-2025,CMK-KUL-004,1128.33,Koppiku Central Market,Tourism
08-10-2025,DM3-SEL-028,632.25,Koppiku Damansara 3,Mall
08-10-2025,EVENTS-002,870.01,EVENTS 02,Events
08-10-2025,IMU-KUL-051,950.29,Koppiku IMU University,Education
08-10-2025,JAY-SEL-014,426.86,Koppiku Jaya One,Mall
08-10-2025,KAP-SEL-030,1767.79,Koppiku KPJ Ampang Puteri,Hospital
08-10-2025,KGH-SEL-058,3029.03,Koppiku Klang GH,Hospital
08-10-2025,KLS-KUL-040,1604.77,Koppiku KL Sentral,Transportation
08-10-2025,KSI-SEL-062,742.25,Koppiku KPJ Selangor,Hospital
08-10-2025,KTS-KUA-044,274.98,Koppiku Tasek @ Kotasas,Mall
08-10-2025,KYP-KUA-041,1044.23,Koppiku Kompleks Yayasan Pahang,Commercial
08-10-2025,LIM-KUA-046,1005.74,Koppiku Lotus Indera Mahkota,Mall
08-10-2025,MAH-SEL-063,1432.09,Koppiku MAHSA,Education
08-10-2025,MAR-KUL-003,1345.27,Koppiku Menara Mara,Commercial
08-10-2025,MCL-KUL-035,1253.67,Koppiku Maxim Citylights,Mall
08-10-2025,MKL-KUL-056,622.26,Koppiku Methodist College,Education
08-10-2025,MKN-SEL-032,1214.43,Koppiku MKN Cyberjaya,Commercial
08-10-2025,MTM-KUL-043,489.25,Koppiku MRT Taman Midah,Transportation
08-10-2025,PHK-KUL-065,988.9,Koppiku Pantai Hospital KL,Hospital
08-10-2025,PMK-KUL-001,2291.85,Koppiku Plaza Mont Kiara,Mix
08-10-2025,RCH-KUL-006,1563.46,Koppiku Raja Chulan Monorail,Mix
08-10-2025,SMT-KUL-039,1298.48,Koppiku MRT Semantan,Mix
08-10-2025,SS2-SEL-005,325.41,Koppiku BHP SS2,Mix
08-10-2025,SSQ-SEL-002,680.46,Koppiku Subang Square,Mix
08-10-2025,TAY-SEL-020,2581.22,Koppiku Taylors Lakeside,Education
08-10-2025,TCD-SEL-038,1077.33,Koppiku The Curve,Mix
08-10-2025,TPS-KUL-066,50.48,Koppiku The Pantry UOA Semantan,Commercial
08-10-2025,UIAG-KUA-068,1798.4,Koppiku UIA Gambang,Education
